real,imag,normal_IM_type,IM_type,RF_type,SA_type,time
-15.844458984442152,-3.203297238531845,35,30,30,1,27
-0.8771293883375904,9.927801694640227,13,31,31,76,27
-0.8771293883375904,-9.927801694640227,14,32,32,61,27
-13.622897115827373,0.0,36,33,33,38,27
-0.2565087942738483,9.150014385760212,15,64,64,29,27
-0.2565087942738483,-9.150014385760212,16,35,35,82,27
-12.74699683134251,2.323720749781859,37,13,13,33,27
-12.74699683134251,-2.323720749781859,27,73,73,21,27
-11.728292255505854,0.0,39,85,85,59,27
-10.028234022752004,0.0,41,60,60,78,27
-11.039267732045195,0.0,40,40,40,52,27
-10.760716388457872,0.0,44,81,81,84,27
-11.51497986757269,0.0,46,63,63,5,27
-9.155442400140593,0.0,42,43,43,75,27
-8.324929679559055,0.3595415231377509,45,42,42,41,27
-8.324929679559055,-0.3595415231377509,38,45,45,10,27
-5.945655899612559,0.0,76,51,51,58,27
-4.247905975200323,0.0,47,47,47,64,27
-3.9671296235011724,0.0,49,80,80,42,27
-3.2965321224609903,0.0,48,5,5,51,27
-0.8670919312143034,0.3363672507193591,51,19,19,6,27
-0.8670919312143034,-0.3363672507193591,50,23,23,11,27
0.21405575807369692,0.0,62,53,53,15,27
-0.3182172239903621,0.428161706012083,82,14,14,3,27
-0.3182172239903621,-0.428161706012083,56,50,50,25,27
-0.20529621988653907,0.3950041192513235,67,18,18,73,27
-0.20529621988653907,-0.3950041192513235,55,76,76,50,27
0.005201311161137508,0.10807215939450794,57,57,57,68,27
0.005201311161137508,-0.10807215939450794,58,58,58,46,27
-0.40888969086075244,0.1608820046965742,59,59,59,23,27
-0.40888969086075244,-0.1608820046965742,81,84,84,74,27
-0.270906866083818,0.2136012606299189,79,17,17,2,27
-0.270906866083818,-0.2136012606299189,60,83,83,40,27
-1.973205205376525,0.0,86,79,79,20,27
-1.9773998793255985,0.0,74,44,44,7,27
-0.4128310538449719,0.0,83,82,82,36,27
-1.9964740383575144,0.0,66,8,8,39,27
-1.9915993490875854,0.0,69,39,39,30,27
-1.99273101319761,0.0,64,67,67,53,27
-1.9957850436452553,0.0,65,70,70,81,27
-0.19912518080912628,0.007386841240964221,54,46,46,55,27
-0.19912518080912628,-0.007386841240964221,52,69,69,66,27
-0.202329707437587,0.0,72,72,72,28,27
-0.19811219738259112,0.0,84,71,71,85,27
-0.19952078844969778,0.0,80,74,74,49,27
-0.19918444046949424,0.0,77,52,52,83,27
-10.0,0.0,43,7,7,79,27
-0.1,0.0,71,2,2,18,27
-5.0,0.0,78,6,6,65,27
-0.00010001000100010001,0.0,85,11,11,57,27
-0.00010001000100010001,0.0,61,15,15,80,27
-0.00010001000100010001,0.0,53,86,86,13,27
-0.00010001000100010001,0.0,63,62,62,37,27
-0.00010001000100010001,0.0,68,22,22,17,27
-0.00010001000100010001,0.0,70,75,75,9,27
-0.00010001000100010001,0.0,73,49,49,34,27
-0.00010001000100010001,0.0,75,48,48,60,27
-53.39562558928486,0.0,0,41,41,86,28
-1.3260074111458588,27.46670106588627,1,1,1,30,28
-1.3260074111458588,-27.46670106588627,2,52,52,41,28
-37.822338277391864,0.0,21,78,78,42,28
-0.19435391103517152,19.51395624405879,3,4,4,77,28
-0.19435391103517152,-19.51395624405879,4,3,3,44,28
-16.22734558509751,14.35408482055465,32,61,61,46,28
-16.22734558509751,-14.35408482055465,33,0,0,68,28
0.07473237492244245,14.471479156452162,7,77,77,61,28
0.07473237492244245,-14.471479156452162,6,9,9,2,28
-25.370858788990684,3.379569644415868,17,7,7,57,28
-25.370858788990684,-3.379569644415868,18,66,66,27,28
-33.38855398960666,0.0,24,12,12,35,28
-33.37369209247896,0.0024303348046510248,22,11,11,76,28
-33.37369209247896,-0.0024303348046510248,11,65,65,56,28
-33.38101472652475,0.0015864101371599938,25,54,54,28,28
-33.38101472652475,-0.0015864101371599938,26,16,16,85,28
-25.828921247874593,1.4300742461622862,19,55,55,84,28
-25.828921247874593,-1.4300742461622862,20,49,49,24,28
-33.38258618423296,0.0,23,37,37,65,28
-0.3090923229306093,12.85930499785412,5,20,20,82,28
-0.3090923229306093,-12.85930499785412,8,68,68,11,28
-24.321677107534057,0.0,12,21,21,58,28
-24.761515477753996,0.0,31,56,56,51,28
-24.474343537878713,0.0,30,24,24,67,28
-24.592918886900364,0.0,29,25,25,63,28
-24.545332181298615,0.0,28,26,26,13,28
0.08657337040542767,10.767166871721415,9,27,27,54,28
0.08657337040542767,-10.767166871721415,10,28,28,47,28
-16.178218865383204,3.311261910300798,34,29,29,37,28
-16.178218865383204,-3.311261910300798,35,30,30,1,28
-0.8248255579780093,9.015859788046107,13,31,31,43,28
-0.8248255579780093,-9.015859788046107,14,32,32,60,28
-13.488031331703743,0.0,36,33,33,10,28
-0.20919953821119974,8.280475698831532,15,64,64,33,28
-0.20919953821119974,-8.280475698831532,16,35,35,29,28
-12.952472460564179,2.5165857828600195,37,13,13,36,28
-12.952472460564179,-2.5165857828600195,27,73,73,48,28
-11.708476713104687,0.0,39,60,60,21,28
-11.497592145611668,0.0,46,36,36,16,28
-10.905132127537545,0.0,40,40,40,31,28
-10.711413999356814,0.0,44,81,81,38,28
-10.009827956437185,0.0,41,63,63,3,28
-8.399818302929724,0.4720715722852055,42,43,43,75,28
-8.399818302929724,-0.4720715722852055,45,42,42,39,28
-9.143103644747068,0.0,38,45,45,52,28
-5.847052543159539,0.0,76,51,51,23,28
-4.255386130102936,0.0,47,47,47,17,28
-3.2635689842983835,0.36614610885965887,49,80,80,49,28
-3.2635689842983835,-0.36614610885965887,48,5,5,7,28
0.2670918480450458,0.0,51,19,19,64,28
-0.88851793461647,0.31748969082528117,50,23,23,73,28
-0.88851793461647,-0.31748969082528117,62,53,53,62,28
-0.3218291208774797,0.44429023047591354,77,15,15,26,28
-0.3218291208774797,-0.44429023047591354,56,50,50,22,28
-0.201750014234166,0.4130993618315428,67,18,18,18,28
-0.201750014234166,-0.4130993618315428,75,48,48,79,28
0.03163468217008418,0.12288613947867567,57,57,57,78,28
0.03163468217008418,-0.12288613947867567,58,58,58,45,28
-0.4429123085512883,0.1988734153578993,59,59,59,72,28
-0.4429123085512883,-0.1988734153578993,81,84,84,74,28
-1.9683043435276708,0.0,69,17,17,8,28
-1.9728199299409155,0.0,74,83,83,69,28
-0.2477615270512402,0.16073461567462674,61,79,79,40,28
-0.2477615270512402,-0.16073461567462674,60,44,44,0,28
-0.3992821271986857,0.0,83,82,82,9,28
-1.9963851697011663,0.0,66,8,8,12,28
-1.9903923319890622,0.0,86,39,39,15,28
-1.9953208917548353,0.0,64,67,67,20,28
-1.9925919452800818,0.0,65,72,72,55,28
-0.19980280000072276,0.009122953650456334,54,46,46,81,28
-0.19980280000072276,-0.009122953650456334,52,69,69,71,28
-0.2024149245318062,0.0,72,70,70,66,28
-0.1978816827481502,0.0,84,71,71,14,28
-0.19916382735155586,0.0,80,74,74,5,28
-0.19952214157377798,0.0,71,2,2,25,28
-10.0,0.0,43,85,85,83,28
-0.1,0.0,79,38,38,34,28
-5.0,0.0,78,6,6,19,28
-0.00010001000100010001,0.0,85,10,10,80,28
-0.00010001000100010001,0.0,82,14,14,70,28
-0.00010001000100010001,0.0,70,75,75,50,28
-0.00010001000100010001,0.0,63,62,62,53,28
-0.00010001000100010001,0.0,53,86,86,4,28
-0.00010001000100010001,0.0,68,22,22,6,28
-0.00010001000100010001,0.0,73,76,76,32,28
-0.00010001000100010001,0.0,55,34,34,59,28
-53.40655503882847,0.0,0,13,13,71,29
-1.3976122923017344,27.41191832379738,1,1,1,12,29
-1.3976122923017344,-27.41191832379738,2,36,36,3,29
-37.90566058422297,0.0,21,44,44,27,29
-0.20790010710062634,19.42443672131776,3,4,4,45,29
-0.20790010710062634,-19.42443672131776,4,3,3,76,29
-16.263268003791865,14.382775139916713,32,63,63,19,29
-16.263268003791865,-14.382775139916713,33,0,0,48,29
-25.370976444095916,3.36651717926493,17,42,42,30,29
-25.370976444095916,-3.36651717926493,18,9,9,7,29
-33.38879133265302,0.0,23,38,38,84,29
-33.37388978941465,0.0023137372915532583,26,66,66,24,29
-33.37388978941465,-0.0023137372915532583,24,12,12,55,29
-33.38115311085423,0.0016781806806387574,22,11,11,80,29
-33.38115311085423,-0.0016781806806387574,11,64,64,44,29
-33.38280696383948,0.0,25,54,54,21,29
-25.839803446494145,1.4223709882954363,19,16,16,85,29
-25.839803446494145,-1.4223709882954363,20,55,55,4,29
0.08565539973152902,14.401574305163138,7,49,49,79,29
0.08565539973152902,-14.401574305163138,6,37,37,81,29
-24.331458158623484,0.0,28,20,20,40,29
-24.766910106653103,0.0,29,68,68,32,29
-24.475258413034457,0.0,12,21,21,67,29
-24.593200003088498,0.0,31,56,56,49,29
-24.545455506896012,0.0,30,24,24,0,29
-0.2984977806037735,12.779583171942035,5,25,25,16,29
-0.2984977806037735,-12.779583171942035,8,26,26,13,29
-16.22408475910276,3.3125073139466403,34,27,27,37,29
-16.22408475910276,-3.3125073139466403,35,28,28,47,29
0.08159454267793975,10.762188157588868,9,29,29,42,29
0.08159454267793975,-10.762188157588868,10,30,30,35,29
-0.8235758167413825,8.892724066957127,13,31,31,60,29
-0.8235758167413825,-8.892724066957127,14,32,32,1,29
-12.97836521319659,2.539751533443356,37,33,33,41,29
-12.97836521319659,-2.539751533443356,27,65,65,26,29
-13.419492591135352,0.0,36,35,35,78,29
-0.20293021557248136,8.177312228980737,15,77,77,18,29
-0.20293021557248136,-8.177312228980737,16,61,61,57,29
-11.707763030246161,0.0,39,7,7,61,29
-10.887840916112875,0.0,46,60,60,73,29
-10.705660471528368,0.0,40,40,40,83,29
-11.495352620613241,0.0,44,81,81,75,29
-10.011975878936678,0.0,41,73,73,62,29
-9.149025298309233,0.0,42,43,43,25,29
-8.429410172893556,0.4586020038506936,45,41,41,23,29
-8.429410172893556,-0.4586020038506936,38,45,45,86,29
-5.846863298091931,0.0,76,51,51,9,29
-4.242168694830354,0.0,47,47,47,43,29
-3.2163001321743594,0.3839822922351246,49,23,23,51,29
-3.2163001321743594,-0.3839822922351246,48,53,53,59,29
0.276202109462112,0.0,51,5,5,52,29
-0.8885616196822834,0.31089980976219794,50,19,19,64,29
-0.8885616196822834,-0.31089980976219794,62,80,80,38,29
-0.3216970938163116,0.4463643816452061,79,52,52,29,29
-0.3216970938163116,-0.4463643816452061,56,50,50,22,29
-0.20143930420294232,0.41531871560132705,67,18,18,56,29
-0.20143930420294232,-0.41531871560132705,75,48,48,54,29
0.032383478911737255,0.12117372172311125,57,57,57,82,29
0.032383478911737255,-0.12117372172311125,58,58,58,17,29
-0.4458788800282047,0.20060013228906012,59,59,59,15,29
-0.4458788800282047,-0.20060013228906012,81,84,84,74,29
-1.9720092552180635,0.0,69,17,17,31,29
-1.9676445017077584,0.0,74,82,82,72,29
-0.24521703793040273,0.15469131450526155,61,8,8,65,29
-0.24521703793040273,-0.15469131450526155,60,79,79,53,29
-0.39703813403098925,0.0,83,78,78,36,29
-1.9963194465338705,0.0,66,83,83,70,29
-1.9952570612359999,0.0,64,39,39,34,29
-1.9901852929769548,0.0,86,67,67,11,29
-1.9925633270475451,0.0,65,72,72,66,29
-0.1999680330637173,0.009478770470911897,54,46,46,6,29
-0.1999680330637173,-0.009478770470911897,52,69,69,33,29
-0.2024347723243676,0.0,72,70,70,50,29
-0.19785184095925018,0.0,84,71,71,2,29
-0.19916171463797297,0.0,80,74,74,5,29
-0.1995224214733899,0.0,77,15,15,77,29
-10.0,0.0,43,2,2,8,29
-0.1,0.0,82,85,85,63,29
-5.0,0.0,78,10,10,69,29
-0.00010001000100010001,0.0,85,6,6,10,29
-0.00010001000100010001,0.0,71,14,14,28,29
-0.00010001000100010001,0.0,70,75,75,58,29
-0.00010001000100010001,0.0,68,22,22,46,29
-0.00010001000100010001,0.0,53,86,86,68,29
-0.00010001000100010001,0.0,63,62,62,14,29
-0.00010001000100010001,0.0,55,34,34,20,29
-0.00010001000100010001,0.0,73,76,76,39,29
-53.39861415822128,0.0,0,13,13,12,30
-1.2320107593015366,27.139898881504354,1,1,1,21,30
-1.2320107593015366,-27.139898881504354,2,36,36,72,30
-37.89296804896399,0.0,21,44,44,35,30
-0.09114470746892145,19.165953371333917,3,4,4,70,30
-0.09114470746892145,-19.165953371333917,4,3,3,60,30
-16.13162020470382,13.774059472391244,32,63,63,18,30
-16.13162020470382,-13.774059472391244,33,0,0,66,30
-25.38903451755437,3.3974396980166772,17,42,42,36,30
-25.38903451755437,-3.3974396980166772,18,9,9,74,30
-33.38902314843404,0.0,23,38,38,26,30
-33.3739255844598,0.0024127407868882213,26,66,66,57,30
-33.3739255844598,-0.0024127407868882213,24,12,12,30,30
-33.38119366745362,0.0017167782697387825,22,11,11,17,30
-33.38119366745362,-0.0017167782697387825,11,64,64,3,30
-33.383008263837546,0.0,25,54,54,44,30
-25.848193584714668,1.4163910135852478,19,16,16,85,30
-25.848193584714668,-1.4163910135852478,20,55,55,45,30
-24.30573018247971,0.0,28,49,49,28,30
0.13669232230854575,14.267540856408134,7,37,37,40,30
0.13669232230854575,-14.267540856408134,6,20,20,77,30
-24.476337453489702,0.0,29,68,68,15,30
-24.773874831151524,0.0,12,59,59,50,30
-24.593567632436944,0.0,31,56,56,41,30
-24.545642424074586,0.0,30,24,24,20,30
-0.2865951865602503,12.676034381148659,5,25,25,37,30
-0.2865951865602503,-12.676034381148659,8,26,26,69,30
-16.262820792208466,3.3503091993128673,34,27,27,5,30
-16.262820792208466,-3.3503091993128673,35,28,28,58,30
0.09279617751705205,10.709551167286726,9,29,29,42,30
0.09279617751705205,-10.709551167286726,10,30,30,33,30
-0.8072938889441963,8.825561741184062,13,31,31,64,30
-0.8072938889441963,-8.825561741184062,14,32,32,1,30
-13.547393141530657,0.0,36,33,33,68,30
-13.003504110347873,2.555565204749021,37,65,65,59,30
-13.003504110347873,-2.555565204749021,27,35,35,75,30
-0.202946449496145,8.072138882367492,15,77,77,38,30
-0.202946449496145,-8.072138882367492,16,73,73,34,30
-11.696436752914757,0.0,39,7,7,16,30
-10.86392423483922,0.0,46,60,60,29,30
-10.703505781798164,0.0,40,40,40,76,30
-11.49307420851941,0.0,44,81,81,24,30
-9.998281797342505,0.0,41,61,61,84,30
-9.126789510743619,0.0,42,43,43,51,30
-8.382782850521671,0.5207383656604374,45,41,41,65,30
-8.382782850521671,-0.5207383656604374,38,45,45,86,30
-5.804264778593622,0.0,76,51,51,14,30
-4.2776030514477945,0.0,47,47,47,0,30
-3.183987053266896,0.41578899834514926,49,23,23,71,30
-3.183987053266896,-0.41578899834514926,48,19,19,39,30
-0.9028799062140255,0.31800713032404565,51,5,5,11,30
-0.9028799062140255,-0.31800713032404565,50,53,53,83,30
0.2773442413905506,0.0,62,80,80,80,30
-1.971781735814707,0.0,69,52,52,82,30
-0.3242116932377758,0.4482763961719426,79,50,50,47,30
-0.3242116932377758,-0.4482763961719426,75,18,18,6,30
-0.20100189071172495,0.4178888028147819,56,48,48,49,30
-0.20100189071172495,-0.4178888028147819,57,57,57,53,30
0.03873427060362172,0.12888294701739555,58,58,58,78,30
0.03873427060362172,-0.12888294701739555,59,21,21,61,30
-0.4528497351043794,0.20949112663040065,67,84,84,48,30
-0.4528497351043794,-0.20949112663040065,81,17,17,55,30
-1.9668341624241248,0.0,74,82,82,67,30
-0.239205201084288,0.1449266594680242,61,78,78,62,30
-0.239205201084288,-0.1449266594680242,60,79,79,23,30
-0.3937718939914791,0.0,83,8,8,63,30
-1.9965711104294008,0.0,66,83,83,19,30
-1.9951893457689776,0.0,64,39,39,25,30
-1.990015268151841,0.0,86,67,67,4,30
-1.9926481593982954,0.0,65,72,72,56,30
-0.19999339425332835,0.010354790162263053,54,46,46,52,30
-0.19999339425332835,-0.010354790162263053,84,71,71,81,30
-0.19783845824687202,0.0,72,70,70,8,30
-0.2024474869402387,0.0,52,69,69,27,30
-0.1991617644112217,0.0,80,74,74,43,30
-0.19952258273397683,0.0,77,15,15,32,30
-10.0,0.0,43,2,2,31,30
-0.1,0.0,82,85,85,7,30
-5.0,0.0,78,10,10,46,30
-0.00010001000100010001,0.0,85,6,6,9,30
-0.00010001000100010001,0.0,71,14,14,13,30
-0.00010001000100010001,0.0,70,75,75,10,30
-0.00010001000100010001,0.0,68,22,22,54,30
-0.00010001000100010001,0.0,53,86,86,79,30
-0.00010001000100010001,0.0,63,62,62,22,30
-0.00010001000100010001,0.0,55,34,34,73,30
-0.00010001000100010001,0.0,73,76,76,2,30
-53.41470324604493,0.0,0,77,77,49,31
-1.3678584653708254,27.14982399526683,1,1,1,13,31
-1.3678584653708254,-27.14982399526683,2,36,36,37,31
-38.00507880296789,0.0,21,44,44,35,31
-0.14226373476610044,19.12326538201761,3,4,4,56,31
-0.14226373476610044,-19.12326538201761,4,3,3,71,31
-16.210434259808363,13.981420494525711,32,63,63,83,31
-16.210434259808363,-13.981420494525711,33,0,0,67,31
-25.383432285188448,3.371540021792463,17,41,41,80,31
-25.383432285188448,-3.371540021792463,18,9,9,79,31
-33.3741746960646,0.0022335449096616863,23,38,38,10,31
-33.3741746960646,-0.0022335449096616863,26,66,66,76,31
-33.389267707623645,0.0,24,12,12,60,31
-33.38137779952386,0.001810968215744797,22,11,11,40,31
-33.38137779952386,-0.001810968215744797,11,64,64,9,31
-33.38320322187622,0.0,25,54,54,70,31
-25.859750427841114,1.4078874149413205,19,16,16,85,31
-25.859750427841114,-1.4078874149413205,20,55,55,16,31
0.1361296450245404,14.216313635365005,7,49,49,2,31
0.1361296450245404,-14.216313635365005,6,37,37,53,31
-24.326123833248378,0.0,28,20,20,26,31
-24.47729307516032,0.0,29,68,68,28,31
-24.59383785038234,0.0,12,59,59,52,31
-24.779230947623955,0.0,31,56,56,62,31
-0.276069712049831,12.603776808500943,5,24,24,8,31
-0.276069712049831,-12.603776808500943,8,25,25,78,31
-24.545745450682467,0.0,30,26,26,32,31
0.08261915367564382,10.724211609341923,9,27,27,45,31
0.08261915367564382,-10.724211609341923,10,28,28,41,31
-16.31374941902032,3.338007262012641,34,29,29,42,31
-16.31374941902032,-3.338007262012641,35,30,30,57,31
-0.8113238525152818,8.683419583927956,13,31,31,36,31
-0.8113238525152818,-8.683419583927956,14,32,32,69,31
-13.030535243035093,2.5803554766429744,37,33,33,58,31
-13.030535243035093,-2.5803554766429744,27,65,65,25,31
-13.417786676325317,0.0,36,35,35,3,31
-0.19513833469702624,7.968770021974815,15,13,13,65,31
-0.19513833469702624,-7.968770021974815,16,61,61,17,31
-11.69852623814211,0.0,39,7,7,82,31
-10.84671333430971,0.0,46,60,60,61,31
-10.69730690466099,0.0,40,40,40,39,31
-10.004267075688883,0.0,41,81,81,81,31
-11.490745890456298,0.0,44,73,73,21,31
-9.139213236466633,0.0,42,43,43,51,31
-8.438464103342337,0.4864134613150122,45,42,42,19,31
-8.438464103342337,-0.4864134613150122,38,45,45,74,31
-5.818164214387912,0.0,76,51,51,14,31
-4.24860336167712,0.0,47,47,47,66,31
-3.1314441605531655,0.41990897070952665,49,53,53,47,31
-3.1314441605531655,-0.41990897070952665,48,19,19,20,31
-0.898767767643421,0.3065803806742921,51,80,80,63,31
-0.898767767643421,-0.3065803806742921,50,23,23,7,31
0.28918181679077065,0.0,62,5,5,24,31
-1.970717271368154,0.0,69,52,52,29,31
-0.3233489297576404,0.4505071572968465,79,50,50,50,31
-0.3233489297576404,-0.4505071572968465,75,18,18,5,31
-0.20077420930007267,0.4201414046124026,56,48,48,4,31
-0.20077420930007267,-0.4201414046124026,57,57,57,30,31
0.037781461700261795,0.12408751284447458,58,58,58,54,31
0.037781461700261795,-0.12408751284447458,59,21,21,73,31
-0.4555374459946664,0.20926272493369585,67,84,84,43,31
-0.4555374459946664,-0.20926272493369585,81,17,17,44,31
-1.966136253961266,0.0,74,82,82,23,31
-0.2370901039242089,0.13881866997064343,61,78,78,34,31
-0.2370901039242089,-0.13881866997064343,60,79,79,0,31
-0.3909437079316071,0.0,83,8,8,6,31
-1.9964188647010648,0.0,66,83,83,72,31
-1.9951221884051642,0.0,64,39,39,59,31
-1.9897597164952323,0.0,86,67,67,55,31
-1.9925988643111807,0.0,65,72,72,33,31
-0.2002828702639255,0.010761828038602778,54,46,46,84,31
-0.2002828702639255,-0.010761828038602778,84,71,71,18,31
-0.19780139990108858,0.0,72,70,70,77,31
-0.20247418873083534,0.0,52,69,69,27,31
-0.1991589209900581,0.0,80,74,74,1,31
-0.1995229037359097,0.0,77,2,2,31,31
-10.0,0.0,43,15,15,48,31
-0.1,0.0,82,85,85,75,31
-5.0,0.0,78,10,10,22,31
-0.00010001000100010001,0.0,85,6,6,64,31
-0.00010001000100010001,0.0,71,14,14,38,31
-0.00010001000100010001,0.0,70,75,75,68,31
-0.00010001000100010001,0.0,68,22,22,15,31
-0.00010001000100010001,0.0,53,86,86,11,31
-0.00010001000100010001,0.0,63,62,62,12,31
-0.00010001000100010001,0.0,55,34,34,46,31
-0.00010001000100010001,0.0,73,76,76,86,31
-53.4157786810777,0.0,0,77,77,31,32
-1.3194730633197764,26.988029439210667,1,1,1,9,32
-1.3194730633197764,-26.988029439210667,2,14,14,68,32
-38.040884477440564,0.0,21,44,44,20,32
-0.09084857122491119,18.95133761894279,3,4,4,60,32
-0.09084857122491119,-18.95133761894279,4,3,3,2,32
-16.16839439893491,13.675178968815674,32,63,63,73,32
-16.16839439893491,-13.675178968815674,33,0,0,42,32
-25.39288623012017,3.3801315032534167,17,41,41,50,32
-25.39288623012017,-3.3801315032534167,18,9,9,27,32
0.16725176472758996,14.114622256083814,7,15,15,35,32
0.16725176472758996,-14.114622256083814,6,66,66,77,32
-33.38950919338968,0.0,24,12,12,17,32
-33.374289526020235,0.002227710010712421,22,11,11,47,32
-33.374289526020235,-0.002227710010712421,11,64,64,30,32
-25.869426084555514,1.4007427233738683,19,54,54,28,32
-25.869426084555514,-1.4007427233738683,20,16,16,79,32
-33.38148252225415,0.0018543878696870501,25,55,55,55,32
-33.38148252225415,-0.0018543878696870501,23,49,49,21,32
-33.38338477522027,0.0,26,37,37,0,32
-24.318347665618468,0.0,28,20,20,46,32
-24.59418416637857,0.0,29,68,68,59,32
-24.478381371641774,0.0,12,21,21,3,32
-24.785856368860575,0.0,31,56,56,38,32
-0.2646080068880088,12.512541546406379,5,24,24,8,32
-0.2646080068880088,-12.512541546406379,8,25,25,29,32
0.0855732998632329,10.69847416449279,9,26,26,56,32
0.0855732998632329,-10.69847416449279,10,27,27,82,32
-24.545898040637844,0.0,30,28,28,32,32
-16.3590835533975,3.3559184961160646,34,29,29,37,32
-16.3590835533975,-3.3559184961160646,35,30,30,12,32
-13.4445472667067,0.0,36,31,31,16,32
-0.8032561903754042,8.585934731885477,13,32,32,69,32
-0.8032561903754042,-8.585934731885477,14,33,33,85,32
-13.056899799684352,2.599317352445983,37,73,73,43,32
-13.056899799684352,-2.599317352445983,27,35,35,1,32
-0.19247524730131582,7.863715433876868,15,13,13,10,32
-0.19247524730131582,-7.863715433876868,16,65,65,66,32
-11.691269458110105,0.0,39,7,7,15,32
-10.821277041334286,0.0,46,60,60,41,32
-10.696563389621804,0.0,40,40,40,36,32
-11.488378194155041,0.0,44,81,81,24,32
-9.998776349082398,0.0,41,61,61,57,32
-8.432153586541201,0.5063348850364789,42,43,43,52,32
-8.432153586541201,-0.5063348850364789,45,42,42,54,32
-9.130205193680455,0.0,38,45,45,74,32
-5.798114818463701,0.0,76,51,51,81,32
-4.2581109897886495,0.0,47,47,47,45,32
-3.0902113614801854,0.43635195922586856,48,19,19,49,32
-3.0902113614801854,-0.43635195922586856,49,53,53,13,32
0.2950180936600467,0.0,51,80,80,23,32
-0.9068921573945066,0.30608995301681957,50,23,23,7,32
-0.9068921573945066,-0.30608995301681957,62,5,5,76,32
-0.3245838257805195,0.45258556237730113,79,52,52,70,32
-0.3245838257805195,-0.45258556237730113,61,50,50,18,32
-0.20044170004032602,0.4226126327702429,67,18,18,25,32
-0.20044170004032602,-0.4226126327702429,75,48,48,26,32
0.040519513148264436,0.12614446387648845,57,57,57,5,32
0.040519513148264436,-0.12614446387648845,58,58,58,53,32
-0.4599380168816519,0.21405608601460366,59,59,59,78,32
-0.4599380168816519,-0.21405608601460366,81,84,84,34,32
-1.9701192433084904,0.0,69,17,17,48,32
-1.9653000929094546,0.0,74,82,82,33,32
-0.23254374547358714,0.12992756090670393,56,76,76,63,32
-0.23254374547358714,-0.12992756090670393,60,79,79,80,32
-0.3875620947396846,0.0,83,8,8,65,32
-1.9965333148546438,0.0,66,83,83,84,32
-1.99505032794474,0.0,64,39,39,19,32
-1.9895330556216608,0.0,86,67,67,14,32
-1.9926319250920315,0.0,65,72,72,40,32
-0.2005296589650194,0.011767402036367695,54,46,46,64,32
-0.2005296589650194,-0.011767402036367695,84,71,71,83,32
-0.1977857148388641,0.0,72,70,70,61,32
-0.20249429040058597,0.0,52,69,69,6,32
-0.19915861830977338,0.0,80,74,74,62,32
-0.19952319730262222,0.0,77,2,2,22,32
-10.0,0.0,43,85,85,72,32
-0.1,0.0,71,38,38,39,32
-5.0,0.0,78,6,6,4,32
-0.00010001000100010001,0.0,85,10,10,58,32
-0.00010001000100010001,0.0,82,36,36,44,32
-0.00010001000100010001,0.0,70,75,75,71,32
-0.00010001000100010001,0.0,68,22,22,51,32
-0.00010001000100010001,0.0,53,86,86,86,32
-0.00010001000100010001,0.0,63,62,62,75,32
-0.00010001000100010001,0.0,55,34,34,67,32
-0.00010001000100010001,0.0,73,78,78,11,32
-53.428296151637916,0.0,0,77,77,77,33
-1.4004800033267237,26.915061519165217,1,1,1,49,33
-1.4004800033267237,-26.915061519165217,2,52,52,74,33
-38.14392917419895,0.0,21,44,44,42,33
-0.10277196096696928,18.823346915793525,3,4,4,56,33
-0.10277196096696928,-18.823346915793525,4,3,3,34,33
-16.189941358639846,13.668685787605702,32,63,63,65,33
-16.189941358639846,-13.668685787605702,33,0,0,9,33
0.1838821677148026,14.02228403971224,7,41,41,52,33
0.1838821677148026,-14.02228403971224,6,9,9,71,33
-25.393170098931247,3.365867123331852,17,7,7,41,33
-25.393170098931247,-3.365867123331852,18,66,66,12,33
-25.882886666735843,1.390434238850809,19,12,12,2,33
-25.882886666735843,-1.390434238850809,20,11,11,68,33
-33.389816659808055,0.0,11,64,64,24,33
-33.37453520433246,0.002087402038191565,24,54,54,75,33
-33.37453520433246,-0.002087402038191565,22,16,16,45,33
-33.38168725508808,0.001939822530990341,25,55,55,26,33
-33.38168725508808,-0.001939822530990341,23,49,49,83,33
-33.38360415783716,0.0,26,37,37,29,33
-24.32952238690295,0.0,28,20,20,10,33
-24.79370947102211,0.0,29,68,68,13,33
-24.594564756859224,0.0,12,21,21,62,33
-24.479746841832743,0.0,31,56,56,31,33
-24.546050721321404,0.0,30,24,24,8,33
-0.2502216871489326,12.411566410098011,5,25,25,78,33
-0.2502216871489326,-12.411566410098011,8,26,26,53,33
0.08002671373014136,10.700463792258095,9,27,27,22,33
0.08002671373014136,-10.700463792258095,10,28,28,32,33
-16.423812265317352,3.35406410195617,34,29,29,55,33
-16.423812265317352,-3.35406410195617,35,30,30,69,33
-0.8029998205997748,8.430464154825849,13,31,31,16,33
-0.8029998205997748,-8.430464154825849,14,32,32,33,33
-13.361350449728429,0.0,36,33,33,47,33
-13.091273625808704,2.6269212121500303,37,73,73,82,33
-13.091273625808704,-2.6269212121500303,27,35,35,14,33
-0.18568766169975853,7.732012587775346,15,13,13,54,33
-0.18568766169975853,-7.732012587775346,16,65,65,17,33
-11.689681211743503,0.0,44,15,15,27,33
-10.79421935479235,0.0,46,2,2,44,33
-10.69211058341293,0.0,40,40,40,51,33
-9.99958129126987,0.0,41,81,81,59,33
-11.485336700435939,0.0,39,61,61,85,33
